,A,C,G,T,m,g
0,0.10468632423768,0.0017497153241349,-0.0563841022614821,-0.2771321420925311,-0.1652033330973811,-0.1375278845419375
1,-0.4274063462004108,-0.1939059476070676,-0.1906566909201765,0.5251264282838918,-0.1142383247972633,-0.1287305412823492
2,-0.2562799361267871,-0.3420974994385771,0.5229485699522868,-0.1339025635202675,-0.2043408293038722,-0.116139164073844
3,-0.1918430886223208,0.4213795547494673,-0.3687130659284248,-0.4253209420233483,0.2350759070050468,-0.2003897875745638
4,-0.3655504100372928,-0.3384692131659953,0.4811052170398482,-0.4599963591395536,-0.0925972858355956,0.2456966287113081
5,-0.2973827592991413,-0.1425692306997866,0.3477803400486404,-0.2558192175108755,-0.0554303310446064,-0.1263902238911498
6,-0.3061557069675557,-0.0955597598832271,-0.2144110411561917,0.0322538562096217,0.1221567444723168,-0.0680955151298865
7,-0.0275129503086678,-0.1825723528675202,-0.0411313852362337,-0.2162697165175744,-0.1816337586831832,0.119308741219938
8,-0.1883986229458962,-0.2106457336560227,-0.0967137377064917,0.1936642828062806,-0.048558533469379,-0.1791590774496324
9,-0.3495592234096749,-0.6168765981077052,-0.0956023304439225,0.4962888430388842,0.0394525001594395,-0.0035146136573324
10,-0.2680257418489689,0.0559658261470807,-0.054284221668158,-0.0779716999002149,-0.1758036923324342,-0.0096918929012008
11,-0.3016680748386868,0.0908223406474865,-0.0252128059271923,-0.1147264168092471,-0.0052692228341021,-0.1737572426329784
