,A,C,G,T,m,g
0,-0.7903395956942458,0.4123280150431518,-0.6976611776824829,-0.5983369292282269,0.4074668477436353,-0.351608848177635
1,-0.2564286946413189,-0.7403013695116125,-1.0199730069836184,0.0271487410991675,-0.0135275347796923,0.3849301767977809
2,-0.3380372350277446,-0.549014231646532,-0.259439494948379,0.1612478039524464,-0.5525387400460365,-0.0803697903124857
3,-0.6662820193326001,1.2479769099977105,-1.0195097114956482,-0.7670769551986771,-0.1272487480935894,-0.286011163863949
4,-0.7985464419461165,-1.0278022723699214,-0.8889365075195818,1.3344175683220791,-0.1552100930897179,-0.082073941399033
5,-1.2875720593406923,-0.5398953280536024,1.2039705389968605,-0.7541743125657064,-0.0390085456236726,-0.2014719814150319
6,-0.8219305957566299,-1.056263537940394,1.475258431953771,-1.175403127670967,-0.1286667020954609,0.0888538435135332
7,-1.154855195482453,-0.9173350626766392,-0.8149982008447492,1.4632833061500794,-0.0483308828878562,-0.1459156522798788
8,0.0333691989645217,0.4812103967169083,-1.1228647457284406,-0.804976332733709,0.1266934324061696,-0.3315836376222391
9,-0.2296617529595511,-0.7053120476982866,-0.2497122774187999,0.0237480271330371,-0.4841205819065107,0.0269069448466282
10,0.7973202846511015,-0.0327402898117158,-0.878077017974135,-0.9196483600788046,-0.2303823941513779,-0.3546239106142077
11,-0.6709501989220494,1.051574912102027,-1.2424636348952125,-0.5233584481821131,-0.0852704836577971,-0.147683834454643
12,-0.7998774274369346,0.4152614689543584,-0.7989893150398937,-0.0489222637951466,-0.1361952408311382,-0.2494289098337158
13,-0.1807455257880018,-0.2570311970438484,-0.6885595017151274,-0.1083237658807606,-0.1802452846322107,-0.203246412942021
14,-0.1437206236248385,-0.4569784512128043,-0.2352391604305385,-0.3986904709080464,-0.1941092648652883,-0.1894137169804904
