,A,C,G,T,m,g
0,-0.4539556290376998,0.0449033533709404,-1.1477489887104717,0.1789576816220395,-0.1207542623603065,-0.1244748589249534
1,0.0778504130815731,0.01530002245748,-0.6797441806137368,-0.321497862182692,-0.5571117146603134,-0.1578693821302218
2,-0.0045966552984054,0.194258028148899,-0.5262890895050756,-0.4111903835779837,-0.3196467529228315,-0.555607850876928
3,-0.5646206088620214,0.3901129950982726,-0.1188447978052724,-1.3605494760137942,0.2618759447013178,-0.2310467611186426
4,-0.5796647858087975,-1.3314846751517233,1.3413561202159234,-1.522317048928187,-0.1166343512016699,0.5856720368630991
5,1.3759528089529207,-0.261833345994954,-1.131828207675604,-1.2275602773898022,-0.1997248936675852,-0.1780787882849361
6,0.2620678020813258,-0.9526832806505338,0.9980672076213866,-1.3197673761768125,-0.3017125144520938,-0.3090445424573673
7,-0.9081181744274244,0.4354432492255979,-1.643958676037939,0.3453918328357206,0.483899034673204,-0.3357299703294703
8,-1.0003141342120374,0.7054472372998679,-0.9087049488414216,-0.7541965570519253,-0.1240191874144066,0.4587148862254916
9,-0.8937093625821053,1.1060299090618544,-0.8313372167736502,-0.7128836146344539,-0.2197457492992615,-0.0714266698229775
10,-0.9892293910114224,0.9093228622604004,-0.5449218815759712,-1.3942832242132908,0.5870479514489945,-0.1910090209614533
11,0.3488549942426855,-1.239505393611854,-0.6258397097318648,-0.4982285629028666,-0.0449004407195241,0.436546408676446
12,1.1493538550706583,-0.8294826856612604,-1.1350786693935535,-0.6734131701939314,-0.2357923131402692,0.1013402793189042
13,2.538637466198342e-05,-0.7316386851622437,0.9078250899518754,-1.1636571455841385,-0.3177036652754518,-0.3179236843791033
14,-0.5199137386994565,0.1634841302708702,-0.8007419818462582,-0.1554802277254515,0.1447793709281716,-0.4552002569536695
