,A,C,G,T,m,g
0,-0.468474278248824,0.4357784138262682,-0.0648314015353082,-0.0773255691718854,0.0632893125759231,0.0891877858620309
1,0.0654023704688817,0.0094997672236127,-0.1362171925218961,-0.1022056321219073,0.1091409226003885,0.0320040277341288
2,-0.10195858799932,0.1330019516872613,-0.0676536795245933,-0.1128095519634979,0.0168590139918032,0.110185117171084
3,0.1862573924163113,0.0568220673761239,-0.1825259239467057,-0.1436624371597314,0.0410322577476532,0.0197009069154982
4,0.2157439312699992,-0.3073123834557403,0.2084862791533259,-0.2563058936504249,0.0632991784591384,0.0537131515606052
5,-0.4953071358167628,0.5919398778073668,-0.0140617134862422,-0.3076379130936289,0.0997186019721858,0.102972545988191
6,-0.0257743209645057,0.3172887236782257,-0.4272753482704082,0.0481069847146415,0.0028384072286851,0.0624398169716467
7,-0.0185445412354485,-0.3944261639537626,0.0571249154054355,0.3204845750650275,0.0120924799891567,0.0008929980622245
8,0.0536184359348444,-0.1779727000603206,0.363457388840829,-0.4665364090133284,0.1808227205556395,0.0242348270672072
9,-0.2151584910461306,0.0819368061441305,0.0456460875932971,-0.3234311993823722,0.2220188547836912,0.1666122052980087
10,-0.2909404973325812,-0.1627416671770289,0.0430472216869066,0.0676308340603635,0.1032969851780803,0.2173313869442912
11,-0.3052534591119756,-0.0061676853856322,0.3016463500338582,-0.2313342099160967,0.1081724075498378,0.1105608602093723
