,A,C,G,T,m,g
0,0.3906864093459085,-0.0368381082074958,-0.2895852309147978,-0.4295371285615929,-0.1543224643366734,-0.1756101078582538
1,-0.2219612051848556,0.3943434338334279,-0.6040623320344727,-0.2919179708686488,0.1674963596306005,-0.1391049146850432
2,-0.4900083455162408,0.0807075062411789,0.4174336085541563,-0.6631554422773405,-0.2232885415169396,0.1831045847968982
3,-0.4469055380782474,-0.0124423928554596,0.7413999969014562,-0.6590856975823219,-0.1291240278611173,-0.1890489728594033
4,0.2409386078414377,-0.1385060957923886,-0.2375220071553615,-0.1725845222146915,-0.1752138331062032,-0.2123187874269928
5,0.0352728553580383,-0.6135092756525893,0.3603545633248132,-0.0393803958235754,-0.2889378355467246,-0.1490065449582201
6,0.2253607452657064,-0.0559528840232533,-0.0812856073010749,-0.272416705704351,-0.1981966954893846,-0.3127154836669715
7,-0.1698049626211369,-0.1787204026424432,-0.3192437250339667,0.424757884444291,-0.2698989310517126,-0.1822964884247739
8,-0.3220393539575357,0.2106123702388538,-0.1631539158824282,0.0156926507594831,-0.1507114516558694,-0.2856069348627592
9,0.4314686839879191,-0.4200180537536847,-0.0573465558778507,-0.3294603719455679,-0.1903707365918223,-0.1294795973363024
10,-0.145277893078185,-0.070013490251666,0.300780744845825,-0.2748417407557192,-0.2988288050050448,-0.2070254486111794
11,-0.3387096351287918,-0.5024838877574526,0.6024533512493983,-0.1464204617840418,-0.0529749880849718,-0.2570710065433685
