,A,C,G,T,m,g
0,0.037942414856001486,-0.548470400914376,0.16729215553341562,0.18821283185648097,-0.31310790988028453,-0.29102163136086673
1,-0.5625401925054827,0.6130718583262728,-0.5512232823184693,-0.12966712480244214,0.1320159127391933,-0.2608097114051807
2,0.352703569502413,-1.1156948878497652,-0.11427425528730893,0.2070378999835875,-0.22705037745997955,0.13812551108694335
3,-0.5350338971739218,-0.27841952038613077,-0.2378750064050303,0.661971846611056,-0.1285489258241852,-0.24124703681590529
4,-0.32136301522041916,0.5307903000874097,0.01617296305688412,-0.6016242352882508,-0.23862689945144422,-0.14450165301240755
5,-0.683070258486214,0.013651558958039576,-0.37079132072540644,0.7367920835281307,-0.25975378496655177,-0.19598081829373726
6,0.8966972691967746,-0.4995474392263882,-0.37628171217136425,-0.542292111552304,-0.01422806676097647,-0.2235004796865691
7,-0.03892679661046171,-0.6549500318598542,0.933994125838029,-1.0531175777023378,0.017900213515648515,0.03594752674732481
8,-0.6285407563782631,0.8779073629217408,-1.0706742630418438,-0.21018926588882203,0.25872678345412126,0.013617598867192203
9,-0.32710627210044635,0.6188192471453332,-0.24497150330067707,-0.739418423553089,-0.22895660700937384,0.16248101880087343
10,-0.5590158020116446,0.3795144987641145,-0.2739845275425701,0.06428303035194394,-0.09210457069923268,-0.2778451688708763
11,-0.4090883754949311,-0.00514685772338076,-0.09917064055466406,-0.17366251586069892,0.05406727121618431,-0.12615142166835136
