,A,C,G,T,m,g
0,-0.12707408026821926,-0.13611270392232686,-0.1350023903205531,-0.1259818090702949,-0.11298531672605065,-0.11320072279130691
1,-0.12688347914555947,-0.13607890587516805,-0.13554386498475932,-0.12584873294627089,-0.11301711703711274,-0.11298492310341123
2,-0.12657834220976774,-0.13512045759921273,-0.13598479786771278,-0.1265942752676708,-0.11306052271215687,-0.11301862744462654
3,-0.12638197994001446,-0.13636400630478943,-0.13545066280732682,-0.12622507783967538,-0.11287799187430679,-0.11305730435782488
4,-0.1268672800947438,-0.1360892024593292,-0.13625978253743395,-0.12545726371001206,-0.11280672879242447,-0.11287676550387243
5,-0.12663245390562897,-0.13590681734291912,-0.13659937409892844,-0.12543905792022855,-0.11297125324565181,-0.11280806657877446
6,-0.1254383242335662,-0.13660047121468602,-0.13590741146412058,-0.12663178347404275,-0.11280779107665592,-0.11297124166629798
7,-0.12545582627608623,-0.13626005571019487,-0.136089515844664,-0.12686828989264573,-0.1128768773036583,-0.11280645804870519
8,-0.12622579555484545,-0.1354491464615979,-0.13636463544738545,-0.12638203801914105,-0.11305729321445147,-0.11287811439833323
9,-0.12659407727127786,-0.1359850517342775,-0.13511910566547566,-0.1265797671476585,-0.11301851020547908,-0.1130605110862094
10,-0.12584961981350493,-0.1355435503311605,-0.13607865601379257,-0.12688360659094253,-0.11298459579094754,-0.11301699458369216
11,-0.12598315070459118,-0.1350021028457147,-0.13611310421410483,-0.12707289388307755,-0.1132007838276669,-0.11298498763424697
